Waveform ID,P-wave arrrival relative to trigger time (microsecond)
28302,-1.3
28303,4.9
28304,6.3
28305,1.6
28306,-1.4
28307,0.3
28308,-3.1
28309,-2.6
28310,0.8
28311,1.6
28312,3.0
28313,-6.4
28314,-0.9
28315,-2.9
28316,11.4
28317,-2.2
28318,-6.1
28319,2.2
28320,-0.5
28321,-6.3
28322,-6.4
28323,-13.3
28324,-13.8
28325,-9.2
28326,-6.3
28327,1.3
28328,3.4
28329,1.0
28330,1.6
28331,-1.7
28332,-6.7
28333,-4.0
28334,-2.6
28335,9.8
28336,1.0
28337,8.3
28338,-4.2
28339,1.8
28340,0.9
28341,-2.0
28342,-3.3
28343,3.6
28344,-7.7
28345,-11.2
28346,-8.6
28347,12.7
28348,2.4
28349,2.4
28350,1.0
28351,-4.5
28352,1.0
28353,-7.3
28354,2.6
28355,-8.1
28356,-3.0
28357,0.4
28358,-6.7
28359,-0.1
28360,-6.9
28361,-1.6
28362,-0.9
28363,9.6
28364,6.6
28365,9.3
28366,9.5
28367,1.5
28368,1.5
28369,1.8
28370,-2.2
28371,12.2
28372,9.9
28373,4.0
28374,8.7
28375,-1.6
28376,3.2
28377,11.4
28378,10.2
28379,6.3
28380,9.1
28381,7.9
28382,5.3
28383,1.3
28384,5.6
28385,-2.3
28386,6.1
28387,2.6
28388,4.1
28389,3.1
28390,4.8
28391,0.4
28392,-1.5
28393,-0.9
28394,6.3
28395,-2.4
28396,2.4
28397,-6.7
28398,0.6
28399,6.9
28400,4.5
28401,9.9
28402,-3.9
28403,2.0
28404,-4.4
28405,-0.2
28406,8.0
28407,7.1
28408,2.1
28409,-6.7
28410,-2.9
28411,-3.6
28412,2.7
28413,-3.0
28414,-2.8
28415,-6.2
28416,-5.6
28417,-3.3
28418,-13.1
28419,-7.2
28420,-11.9
28421,-8.3
28422,-0.7
28423,1.2
28424,5.4
28425,2.8
28426,0.7
28427,-0.4
28428,0.3
28429,4.1
28430,3.9
28431,5.9
28432,7.8
28433,-4.5
28434,4.8
28435,1.1
28436,5.7
28437,-2.4
28438,2.8
28439,-1.2
28440,2.0
28441,3.6
28442,8.5
28443,6.6
28444,-0.5
28445,7.5
28446,5.9
28447,7.0
28448,8.0
28449,-1.7
28450,4.1
28451,4.6
28452,1.3
28453,3.2
28454,6.0
28455,-5.6
28456,-2.7
28457,0.3
28458,1.7
28459,1.8
28460,-3.9
28461,2.0
28462,-4.2
28463,1.4
28464,6.7
28465,6.6
28466,2.0
28467,-0.8
28468,0.9
28469,2.1
28470,1.5
28471,4.9
28472,6.0
28473,-0.2
28474,7.5
28475,4.4
28476,5.2
28477,2.9
28478,17.5
28479,0.1
28480,-0.4
28481,-1.4
28482,6.7
28483,5.6
28484,-1.6
28485,3.6
28486,-0.7
28487,1.2
28488,2.5
28489,8.4
28490,4.4
28491,4.5
28492,2.6
28493,-0.1
28494,-6.5
28495,5.5
28496,4.7
28497,-2.1
28498,3.9
28499,1.4
28500,2.4
28501,4.4
28502,9.4
28503,10.1
28504,6.2
28505,5.8
28506,7.5
28507,6.1
28508,4.2
28509,6.0
28510,-1.6
28511,4.1
28512,-5.5
28513,1.5
28514,-3.1
28515,5.2
28516,-1.5
28517,-5.0
28518,-5.0
28519,3.8
28520,8.3
28521,8.0
28522,5.5
28523,-0.6
28524,4.1
28525,6.3
28526,0.8
28527,2.8
28528,-1.8
28529,-2.4
28530,3.3
28531,3.5
28532,5.4
28533,7.1
28534,1.9
28535,5.3
28536,-3.7
28537,0.6
28538,2.8
28539,5.3
28540,-3.6
28541,0.6
28542,-9.1
28543,-3.6
28544,-7.9
28545,-2.9
28546,11.9
28547,-0.5
28548,2.3
28549,-4.8
28550,1.0
28551,-5.2
28552,-2.2
28553,0.3
28554,4.4
28555,10.5
28556,-0.7
28557,4.7
28558,-2.9
28559,2.5
28560,1.3
28561,-1.2
28562,-2.6
28563,-2.3
28564,0.9
28565,0.0
28566,0.9
28567,0.9
28568,4.8
28569,-1.3
28570,9.6
28571,10.3
28572,3.7
28573,8.7
28574,-0.4
28575,3.4
28576,5.9
28577,-0.8
28578,5.6
28579,4.5
28580,-0.8
28581,1.3
28582,3.3
28583,6.1
28584,7.5
28585,9.5
28586,3.9
28587,8.2
28588,9.5
28589,4.3
28590,-0.5
28591,1.1
28592,4.9
28593,6.0
28594,9.4
28595,9.5
28596,2.3
28597,4.2
28598,-1.9
28599,1.8
28600,2.7
28601,1.0
28602,6.1
28603,4.3
28604,4.7
28605,6.2
28606,-2.4
28607,6.1
28608,5.0
28609,8.4
28610,12.0
28611,4.6
28612,4.1
28613,2.5
28614,2.6
28615,1.5
28616,-1.6
28617,-0.5
28618,0.8
28619,10.1
28620,0.1
28621,8.4
28622,8.2
28623,4.9
28624,4.3
28625,6.1
28626,-1.9
28627,0.9
28628,-0.6
28629,11.9
28630,9.3
28631,6.7
28632,21.0
28633,4.9
28634,3.5
28635,-2.7
28636,-1.4
28637,8.0
28638,6.1
28639,6.4
28640,5.7
28641,0.2
28642,0.1
28643,1.1
28644,-2.9
28645,-6.7
28646,1.7
28647,-6.3
28648,0.3
28649,-3.6
28650,5.0
28651,-0.9
28652,-0.5
28653,-5.3
28654,0.2
28655,-8.8
28656,-6.6
28657,-9.7
28658,2.8
28659,-2.1
28660,-3.9
28661,-5.2
28662,-0.2
28663,12.8
28664,7.1
28665,12.6
28666,7.8
28667,-2.7
28668,6.5
28669,9.7
28670,-1.5
28671,-3.3
28672,-12.4
28673,-6.1
28674,-8.0
28675,-7.1
28676,4.8
28677,4.8
28678,-2.3
28679,5.6
28680,5.1
28681,5.1
28682,-0.4
28683,7.8
28684,6.9
28685,5.6
28686,6.3
28687,7.4
28688,-0.7
28689,1.0
28690,-2.8
28691,2.4
28692,4.5
28693,-1.4
28694,2.4
28695,-0.9
28696,-0.6
28697,2.7
28698,5.5
28699,-0.3
28700,2.3
28701,-7.1
28702,-1.3
28703,-4.0
28704,-2.5
28705,10.6
28706,3.8
28707,7.4
28708,-0.6
28709,4.7
28710,-2.0
28711,3.1
28712,3.6
28713,8.3
28714,5.3
28715,7.5
28716,3.3
28717,5.8
28718,-3.4
28719,-1.1
28720,3.5
28721,6.1
28722,3.1
28723,5.7
28724,-1.8
28725,3.1
28726,4.1
28727,4.3
28728,9.0
28729,9.8
28730,0.9
28731,4.7
28732,2.2
28733,3.7
28734,-1.5
28735,0.7
28736,-0.1
28737,-0.9
28738,2.4
28739,3.4
28740,3.9
28741,6.3
28742,0.7
28743,3.7
28744,0.0
28745,-3.6
28746,-0.3
28747,-0.4
28748,5.5
28749,0.9
28750,-0.4
28751,3.9
28752,6.4
28753,4.3
28754,2.4
28755,-1.5
28756,0.2
28757,6.7
28758,6.7
28759,8.0
28760,8.9
28761,-16.0
28762,-9.4
28763,-11.1
28764,-8.7
28765,-12.7
28766,3.6
28767,6.8
28768,-2.3
28769,5.8
28770,4.9
28771,5.0
28772,3.6
28773,-3.7
28774,-2.9
28775,-3.3
28776,-5.6
28777,-3.5
28778,-3.5
28779,6.1
28780,9.0
28781,4.7
28782,6.0
28783,-0.5
28784,-2.7
28785,1.2
28786,4.3
28787,1.7
28788,5.9
28789,-3.6
28790,1.2
28791,2.4
28792,-1.1
28793,1.0
28794,10.0
28795,4.2
28796,4.7
28797,6.4
28798,1.7
28799,4.5
28800,-2.6
28801,-2.2
28802,5.1
28803,8.2
28804,-1.1
28805,5.7
28806,8.7
28807,4.7
28808,5.6
28809,-0.8
28810,-2.4
28811,4.2
28812,8.9
28813,10.9
28814,4.2
28815,7.2
28816,-1.9
28817,1.4
28818,4.5
28819,10.6
28820,5.0
28821,-1.0
28822,-1.8
28823,-16.8
28824,5.6
28825,-20.0
28826,5.7
28827,9.1
28828,-1.8
28829,6.1
28830,13.7
28831,13.0
28832,3.6
28833,4.7
28834,20.4
28835,-0.6
28836,1.0
28837,-3.5
28838,2.9
28839,-2.0
28840,0.9
28841,8.6
28842,12.3
28843,3.8
28844,2.9
28845,9.7
28846,-2.5
28847,1.9
28848,2.5
28849,2.7
28850,5.8
28851,-2.7
28852,1.6
28853,7.8
28854,3.6
28855,12.3
28856,-5.8
28857,-3.4
28858,-4.4
28859,0.6
28860,1.9
28861,-2.9
28862,2.4
28863,-5.8
28864,-2.5
28865,6.8
28866,4.7
28867,-0.5
28868,7.6
28869,3.2
28870,9.6
28871,5.9
28872,2.3
28873,-3.2
28874,0.2
28875,0.2
28876,-5.7
28877,-3.9
28878,-8.6
28879,-9.1
28880,-9.8
28881,9.9
28882,5.9
28883,-2.6
28884,2.6
28885,4.2
28886,-0.2
28887,0.1
28888,4.6
28889,-4.3
28890,-2.7
28891,-2.6
28892,6.3
28893,-0.9
28894,3.5
28895,-0.6
28896,3.7
28897,1.4
28898,10.9
28899,4.8
28900,4.1
28901,2.0
28902,6.2
28903,-2.7
28904,5.6
28905,-3.3
28906,0.1
28907,-2.1
28908,0.1
28909,-3.6
28910,7.7
28911,3.9
28912,3.5
28913,3.3
28914,3.3
28915,-0.7
28916,5.0
28917,1.1
28918,-4.4
28919,-4.6
28920,-5.9
28921,-7.7
28922,-3.3
28923,-3.6
28924,-3.7
28925,8.8
28926,-2.1
28927,5.6
28928,7.0
28929,6.6
28930,-1.5
28931,2.2
28932,4.2
28933,-0.5
28934,0.1
28935,-2.4
28936,-8.1
28937,-4.2
28938,-2.2
28939,-6.5
28940,-0.2
28941,-4.7
28942,-6.1
28943,12.2
28944,4.4
28945,-1.1
28946,0.6
28947,-0.3
28948,-4.6
28949,-5.8
28950,-6.0
28951,1.7
28952,-4.6
28953,-2.9
28954,-4.5
28955,-9.9
28956,-9.1
28957,-8.6
28958,5.3
28959,11.2
28960,5.1
28961,4.3
28962,1.8
28963,-0.8
28964,3.4
28965,3.9
28966,3.0
28967,6.9
28968,5.8
28969,3.1
28970,1.8
28971,-4.0
28972,6.1
28973,-4.6
28974,3.6
28975,0.4
28976,8.5
28977,3.8
28978,10.7
28979,5.5
28980,2.7
28981,-2.8
28982,1.8
28983,-3.2
28984,0.4
28985,-2.6
28986,-1.9
28987,1.6
28988,9.1
28989,6.9
28990,7.4
28991,7.9
28992,-4.9
28993,3.0
28994,5.5
28995,1.6
28996,7.7
28997,-1.1
28998,7.4
28999,-3.2
29000,3.6
29001,9.0
29002,1.7
29003,5.1
29004,-3.8
29005,1.7
29006,7.4
29007,7.6
29008,7.3
29009,9.9
29010,4.7
29011,8.4
29012,-1.4
29013,1.1
29014,5.8
29015,9.2
29016,5.8
29017,5.5
29018,9.7
29019,-1.9
29020,6.2
29021,-1.8
29022,5.2
29023,7.0
29024,3.4
29025,1.6
29026,1.9
29027,-4.5
29028,-2.4
29029,-1.3
29030,1.3
29031,0.6
29032,-0.1
29033,-1.2
29034,-0.3
29035,1.7
29036,-1.2
29037,0.0
29038,1.0
29039,-13.3
29040,-9.1
29041,-7.8
29042,6.6
29043,-0.8
29044,3.3
29045,-2.2
29046,5.3
29047,0.9
29048,10.3
29049,3.4
29050,3.1
29051,1.7
29052,3.4
29053,1.9
29054,-6.6
29055,-4.0
29056,10.4
29057,0.0
29058,9.2
29059,2.4
29060,2.3
29061,-1.3
29062,0.3
29063,5.1
29064,1.8
29065,6.0
29066,6.1
29067,5.7
29068,-4.0
29069,1.3
29070,-2.1
29071,8.2
29072,1.9
29073,1.1
29074,1.5
29075,-5.5
29076,-7.8
29077,12.6
29078,10.7
29079,7.8
29080,4.0
29081,-2.2
29082,2.4
29083,5.8
29084,-1.3
29085,-0.2
29086,-0.9
29087,-3.8
29088,-2.6
29089,0.1
29090,-2.1
29091,-2.6
29092,-3.6
29093,-3.7
29094,-3.1
29095,0.4
29096,-3.6
29097,-0.6
29098,-1.9
29099,5.0
29100,4.2
29101,4.2
29102,3.9
29103,5.8
29104,0.3
29105,0.4
29106,-1.2
29107,3.6
29108,-3.2
29109,2.5
29110,-2.7
29111,-0.5
29112,-1.0
29113,-1.5
29114,4.2
29115,4.8
29116,-2.8
29117,3.2
29118,1.8
29119,3.0
29120,6.8
29121,11.1
29122,2.5
29123,4.3
29124,2.5
29125,-3.8
29126,-1.0
29127,0.7
29128,-2.5
29129,2.1
29130,-1.2
29131,-0.2
29132,4.1
29133,6.8
29134,6.7
29135,3.5
29136,-1.1
29137,0.6
29138,6.9
29139,2.8
29140,10.1
29141,2.3
29142,2.3
29143,-1.5
29144,0.1
29145,4.5
29146,2.4
29147,7.0
29148,1.8
29149,2.9
29150,5.9
29151,-1.6
29152,0.9
29153,0.7
29154,0.8
29155,6.0
29156,6.5
29157,1.7
29158,-2.5
29159,-1.9
29160,-2.6
29161,2.8
29162,0.8
29163,2.8
29164,1.7
29165,-3.5
29166,-0.8
29167,-2.6
29168,9.0
29169,2.4
29170,3.9
29171,4.5
29172,1.6
29173,6.9
29174,-1.8
29175,3.2
29176,5.3
29177,6.6
29178,2.7
29179,4.7
29180,-1.2
29181,-2.5
29182,2.2
29183,3.6
29184,4.7
29185,6.5
29186,0.7
29187,3.3
29188,-1.1
29189,-2.2
29190,2.4
29191,3.7
29192,5.0
29193,3.9
29194,3.3
29195,-1.1
29196,0.6
29197,5.8
29198,6.4
29199,9.6
29200,6.9
29201,-0.2
29202,8.2
29203,7.5
29204,8.3
29205,5.7
29206,4.9
29207,3.8
29208,2.5
29209,-2.0
29210,5.6
29211,3.4
29212,-2.6
29213,1.5
29214,-3.7
29215,-1.7
29216,-3.3
29217,7.9
29218,3.8
29219,4.5
29220,4.1
29221,-2.0
29222,2.4
29223,-1.7
29224,4.3
29225,2.8
29226,9.0
29227,4.8
29228,-1.9
29229,1.3
29230,2.2
29231,6.6
29232,6.2
29233,12.2
29234,3.5
29235,4.2
29236,1.8
29237,-2.7
29238,6.2
29239,4.3
29240,4.7
29241,3.0
29242,-3.6
29243,1.0
29244,6.1
29245,4.7
29246,9.0
29247,4.3
29248,6.8
29249,-2.5
29250,3.3
29251,0.7
29252,2.8
29253,-2.7
29254,-2.7
29255,-6.5
29256,9.7
29257,9.1
29258,6.4
29259,10.4
29260,-0.4
29261,3.9
29262,7.7
29263,0.1
29264,8.2
29265,-2.3
29266,0.9
29267,-2.0
29268,-9.8
29269,-8.8
29270,4.2
29271,7.5
29272,-1.7
29273,3.7
29274,-4.0
29275,0.5
29276,9.2
29277,2.6
29278,8.8
29279,10.9
29280,6.6
29281,-3.0
29282,6.7
29283,1.4
29284,-0.5
29285,-16.9
29286,-9.6
29287,-13.0
29288,-10.2
29289,-13.2
29290,7.7
29291,3.9
29292,2.5
29293,-0.6
29294,0.0
29295,-1.9
29296,-2.0
29297,-1.5
29298,-1.4
29299,0.9
29300,-4.1
29301,-3.7
29302,-3.5
29303,7.2
29304,8.5
29305,2.7
29306,5.0
29307,-2.3
29308,-2.9
29309,1.7
29310,4.8
29311,-8.5
29312,-18.3
29313,-12.9
29314,1.0
29315,-3.5
29316,-0.8
29317,-3.5
29318,3.4
29319,0.9
29320,0.8
29321,-9.9
29322,-10.0
29323,-12.1
29324,-11.0
29325,-9.4
29326,-12.2
29327,-10.0
29328,11.2
29329,1.8
29330,-1.7
29331,4.0
29332,7.1
29333,6.1
29334,9.2
29335,12.1
29336,4.7
29337,5.8
29338,-3.1
29339,1.8
29340,-2.6
29341,-0.1
29342,4.6
29343,7.1
29344,2.0
29345,4.6
29346,0.7
29347,-3.3
29348,0.0
29349,0.9
29350,5.8
29351,8.8
29352,5.1
29353,5.8
29354,-0.7
29355,-3.2
29356,1.1
29357,3.7
29358,9.0
29359,5.4
29360,10.0
29361,4.0
29362,10.3
29363,5.5
29364,-2.2
29365,-3.5
29366,-5.4
29367,-10.3
29368,-10.7
29369,6.2
29370,-0.2
29371,2.6
29372,-2.5
29373,2.1
29374,0.1
29375,11.1
29376,3.8
29377,4.0
29378,2.8
29379,8.0
29380,12.9
29381,12.8
29382,12.0
29383,11.7
29384,-4.8
29385,7.2
29386,7.0
29387,6.5
29388,1.5
29389,4.3
29390,-2.4
29391,2.2
29392,-1.8
29393,-0.4
29394,3.1
29395,7.0
29396,3.2
29397,4.2
29398,-0.5
29399,1.3
29400,2.8
29401,2.9
29402,7.3
29403,-2.6
29404,-1.6
29405,0.4
29406,6.0
29407,8.8
29408,2.6
29409,10.4
29410,5.3
29411,-2.7
29412,2.8
29413,-1.6
29414,1.0
29415,2.6
29416,1.2
29417,4.1
29418,6.6
29419,2.5
29420,2.3
29421,-4.8
29422,-3.2
29423,1.7
29424,4.3
29425,11.3
29426,14.6
29427,3.8
29428,-3.1
29429,-3.3
29430,-3.1
29431,-2.9
29432,-13.3
29433,-6.9
29434,-8.6
29435,-7.8
29436,8.5
29437,4.2
29438,-2.6
29439,3.8
29440,-1.9
29441,1.7
29442,2.3
29443,1.7
29444,6.8
29445,8.5
29446,5.4
29447,8.3
29448,-1.0
29449,2.2
29450,6.1
29451,9.6
29452,5.2
29453,-1.5
29454,1.8
29455,6.1
29456,-1.4
29457,4.8
29458,6.6
29459,1.4
29460,3.8
29461,-2.1
29462,2.5
29463,2.5
29464,11.2
29465,4.9
29466,4.5
29467,3.8
29468,1.0
29469,6.0
29470,-2.3
29471,2.0
29472,1.3
29473,4.2
29474,-2.3
29475,3.6
29476,-2.1
29477,0.3
29478,5.1
29479,3.2
29480,2.6
29481,-1.9
29482,1.7
29483,-3.0
29484,0.6
29485,5.0
29486,6.4
29487,8.7
29488,10.0
29489,2.3
29490,2.9
29491,2.2
29492,3.3
29493,3.6
29494,6.6
29495,1.4
29496,-0.4
29497,-1.0
29498,-2.4
29499,4.9
29500,6.3
29501,1.9
29502,3.5
29503,1.5
29504,-3.3
29505,-1.8
29506,-4.1
29507,3.9
29508,-2.6
29509,1.3
29510,-1.2
29511,9.0
29512,4.3
29513,2.3
29514,-1.2
29515,1.2
29516,2.2
29517,-1.5
29518,0.4
29519,2.6
29520,-0.9
29521,9.3
29522,5.2
29523,9.8
29524,5.8
29525,5.2
29526,-2.3
29527,-4.7
29528,-6.7
29529,-6.4
29530,7.3
29531,0.4
29532,-3.3
29533,2.0
29534,-4.7
29535,-5.6
29536,-9.7
29537,-7.5
29538,1.0
29539,0.6
29540,-2.8
29541,-2.7
29542,5.2
29543,3.3
29544,4.6
29545,6.0
29546,-5.6
29547,-2.3
29548,-2.6
29549,2.7
29550,-2.3
29551,-4.1
29552,1.1
29553,3.3
29554,1.3
29555,-0.3
29556,3.7
29557,-0.4
29558,1.4
29559,3.9
29560,8.0
29561,-4.0
29562,-10.2
29563,-7.1
29564,-8.9
29565,-6.0
29566,-10.1
29567,-5.9
29568,-5.9
29569,11.4
29570,12.4
29571,5.6
29572,9.4
29573,-1.0
29574,3.8
29575,7.4
29576,11.5
29577,2.4
29578,4.2
29579,-1.2
29580,1.5
29581,1.3
29582,-0.7
29583,2.7
29584,3.7
29585,-2.8
29586,1.4
29587,-3.3
29588,-2.2
29589,-3.4
29590,-8.3
29591,-6.2
29592,-4.7
29593,1.6
29594,0.6
29595,2.0
29596,-1.8
29597,0.1
29598,0.8
29599,-0.2
29600,3.3
29601,4.5
29602,-4.1
29603,-4.8
29604,-4.3
29605,1.7
29606,1.3
29607,7.9
29608,-1.6
29609,5.6
29610,-3.3
29611,3.4
29612,8.5
29613,5.7
29614,7.3
29615,8.0
29616,-1.2
29617,3.6
29618,-1.8
29619,-4.7
29620,-6.1
29621,-5.7
29622,-11.4
29623,-7.6
29624,-9.9
29625,1.4
29626,-0.1
29627,-1.2
29628,-2.0
29629,2.8
29630,4.5
29631,3.1
29632,8.7
29633,9.4
29634,10.9
29635,13.9
29636,5.1
29637,9.7
29638,-0.4
29639,3.2
29640,7.3
29641,-3.9
29642,-1.2
29643,-0.2
29644,2.0
29645,8.2
29646,-0.1
29647,-0.2
29648,2.0
29649,2.0
29650,-2.7
29651,1.2
29652,2.2
29653,7.1
29654,-2.3
29655,-1.4
29656,-0.5
29657,-4.1
29658,-4.2
29659,-0.2
29660,5.4
29661,3.1
29662,7.9
29663,-5.1
29664,-6.9
29665,-9.0
29666,-7.0
29667,-5.5
29668,-8.3
29669,-3.0
29670,4.3
29671,6.0
29672,9.3
29673,4.0
29674,4.5
29675,-1.5
29676,-0.8
29677,6.0
29678,7.0
29679,0.0
29680,4.4
29681,-2.6
29682,2.6
29683,-0.1
29684,1.7
29685,7.8
29686,1.3
29687,3.2
29688,0.6
29689,6.4
29690,0.0
29691,-1.3
29692,-4.8
29693,-4.6
29694,-3.0
29695,4.0
29696,-5.1
29697,2.0
29698,2.5
29699,0.6
29700,-7.4
29701,-5.3
29702,8.0
29703,10.5
29704,5.4
29705,6.9
29706,3.5
29707,-2.4
29708,2.6
29709,4.0
29710,-11.3
29711,-3.0
29712,-1.6
29713,-3.3
29714,-3.7
29715,-0.3
29716,-1.2
29717,-0.4
29718,-4.7
29719,-1.3
29720,-5.0
29721,-6.5
29722,3.4
29723,2.9
29724,3.0
29725,-1.3
29726,0.4
29727,4.0
29728,1.8
29729,5.2
29730,5.1
29731,2.0
29732,6.2
29733,0.3
29734,-22.5
29735,-2.9
29736,0.7
29737,6.7
29738,-2.3
29739,-0.3
29740,1.0
29741,2.9
29742,3.9
29743,8.2
29744,6.4
29745,9.1
29746,6.4
29747,6.3
29748,3.3
29749,-2.8
29750,1.3
29751,5.4
29752,5.7
29753,6.1
29754,2.1
29755,2.2
29756,0.0
29757,-2.1
29758,1.1
29759,2.6
29760,2.4
29761,6.9
29762,9.7
29763,5.7
29764,4.4
29765,5.9
29766,-0.7
29767,0.4
29768,-0.3
29769,7.5
29770,-0.5
29771,1.0
29772,2.7
29773,7.3
29774,-2.7
29775,2.9
29776,-2.8
29777,0.1
29778,8.4
29779,2.2
29780,-3.3
29781,-6.1
29782,-5.2
29783,3.1
29784,12.7
29785,15.1
29786,8.5
29787,15.2
29788,-0.8
29789,3.9
29790,5.9
29791,5.0
29792,5.7
29793,-1.0
29794,-2.3
29795,3.9
29796,8.7
29797,8.9
29798,1.1
29799,5.7
29800,-0.5
29801,1.1
29802,6.2
29803,9.0
29804,5.4
29805,10.2
29806,4.1
29807,4.4
29808,5.4
29809,-0.6
29810,0.3
29811,-0.7
29812,-1.1
29813,-9.4
29814,4.5
29815,3.5
29816,5.2
29817,8.0
29818,2.8
29819,4.5
29820,-2.7
29821,-3.1
29822,1.4
29823,3.1
29824,-9.0
29825,-1.7
29826,-7.0
29827,5.3
29828,3.4
29829,5.2
29830,-4.0
29831,0.2
29832,3.7
29833,5.8
29834,0.6
29835,3.5
29836,-1.7
29837,4.0
29838,1.1
29839,7.1
29840,2.6
29841,3.3
29842,1.2
29843,-3.2
29844,-0.3
29845,-1.4
29846,-1.9
29847,-2.4
29848,1.4
29849,-2.5
29850,0.0
29851,-7.4
29852,-2.1
29853,2.9
29854,-3.3
29855,2.7
29856,2.1
29857,6.1
29858,2.4
29859,0.3
29860,-0.5
29861,2.8
29862,2.9
29863,-2.0
29864,2.9
29865,3.4
29866,3.2
29867,7.2
29868,10.0
29869,4.3
29870,7.1
29871,4.0
29872,-0.6
29873,0.4
29874,6.0
29875,4.3
29876,9.4
29877,-5.4
29878,-3.9
29879,-13.3
29880,-11.0
29881,0.9
29882,-1.6
29883,-1.7
29884,-2.0
29885,-1.7
29886,1.4
29887,2.8
29888,5.9
29889,10.4
29890,4.6
29891,7.0
29892,0.1
29893,2.7
29894,-3.4
29895,-2.7
29896,3.3
29897,4.5
29898,-6.1
29899,-6.6
29900,-7.5
29901,-2.8
29902,-4.6
29903,-3.8
29904,1.8
29905,-1.1
29906,3.2
29907,7.9
29908,1.2
29909,6.1
29910,-1.7
29911,1.7
29912,10.9
29913,8.5
29914,1.9
29915,7.1
29916,6.9
29917,-1.1
29918,2.5
29919,-3.8
29920,5.1
29921,1.5
29922,-2.8
29923,1.9
29924,3.5
29925,-1.3
29926,0.8
29927,0.2
29928,0.1
29929,5.5
29930,1.4
29931,-2.8
29932,2.5
29933,1.4
29934,1.4
29935,-0.7
29936,-1.6
29937,-3.1
29938,0.5
29939,4.7
29940,9.4
29941,6.8
29942,5.4
29943,-2.0
29944,3.2
29945,-0.7
29946,2.7
29947,3.4
29948,1.8
29949,0.5
29950,-1.3
29951,-3.3
29952,-0.3
29953,-4.3
29954,-4.0
29955,4.4
29956,2.9
29957,0.3
29958,-11.0
29959,-4.3
29960,3.5
29961,9.3
29962,4.4
29963,6.1
29964,1.3
29965,-1.6
29966,1.5
29967,5.9
29968,5.6
29969,10.4
29970,10.2
29971,3.5
29972,4.6
29973,0.1
29974,5.5
29975,-2.1
29976,1.2
29977,3.6
29978,7.9
29979,6.3
29980,2.2
29981,8.7
29982,-2.0
29983,3.9
29984,0.7
29985,10.4
29986,6.2
29987,4.6
29988,3.0
29989,1.0
29990,2.0
29991,-1.1
29992,0.3
29993,-0.5
29994,-1.7
29995,2.6
29996,1.4
29997,8.3
29998,9.4
29999,5.0
30000,9.3
30001,-0.3
30002,0.9
30003,7.2
30004,11.4
30005,2.2
30006,-2.3
30007,3.0
30008,3.9
30009,1.0
30010,-3.4
30011,10.0
30012,5.4
30013,9.0
30014,4.9
30015,5.5
30016,0.5
30017,-2.7
30018,0.1
30019,4.1
30020,-4.9
30021,4.9
30022,7.4
30023,2.5
30024,4.2
30025,1.5
30026,-4.6
30027,-0.1
30028,1.5
30029,11.0
30030,11.4
30031,4.9
30032,8.7
30033,-0.6
30034,2.8
30035,6.8
30036,2.3
30037,2.5
30038,-4.1
30039,0.1
30040,-0.5
30041,5.0
30042,-0.8
30043,-0.2
30044,-7.2
30045,-6.4
30046,3.7
30047,0.2
30048,2.0
30049,-3.7
30050,0.0
30051,-2.4
30052,7.8
30053,4.6
30054,4.7
30055,5.0
30056,0.3
30057,-5.0
30058,-8.2
30059,3.6
30060,7.2
30061,0.6
30062,5.0
30063,-1.3
30064,-0.5
30065,5.0
30066,7.9
30067,-4.0
30068,-0.5
30069,-0.9
30070,-4.2
30071,-1.0
30072,-1.6
30073,5.0
30074,2.6
30075,8.0
30076,10.9
30077,6.0
30078,8.0
30079,-0.5
30080,2.4
30081,6.0
30082,2.6
30083,5.3
30084,8.5
30085,-0.4
30086,3.6
30087,1.8
30088,-2.6
30089,-2.7
30090,5.2
30091,3.5
30092,6.4
30093,9.3
30094,10.4
30095,6.2
30096,8.6
30097,-1.3
30098,1.4
30099,6.6
30100,9.5
30101,-2.1
30102,0.1
30103,3.2
30104,0.8
30105,2.1
30106,-1.5
30107,0.2
30108,-1.8
30109,-4.9
30110,0.7
30111,2.2
30112,7.4
30113,6.0
30114,6.8
30115,2.6
30116,1.0
30117,-1.8
30118,-4.2
30119,2.8
30120,-3.6
30121,0.1
30122,7.1
30123,3.1
30124,5.6
30125,6.5
30126,6.8
30127,5.3
30128,-0.1
30129,-0.1
30130,1.8
30131,-0.9
30132,-18.8
30133,-19.7
30134,-11.0
30135,-2.9
30136,-0.3
30137,5.7
30138,3.2
30139,1.1
30140,-1.1
30141,-2.7
30142,-3.1
30143,4.6
30144,4.5
30145,5.5
30146,4.4
30147,-6.9
30148,-0.7
30149,-4.4
30150,-1.7
30151,-1.7
30152,-5.9
30153,2.5
30154,2.2
30155,-1.3
30156,0.6
30157,-0.9
30158,-1.7
30159,3.0
30160,0.7
30161,-0.2
30162,-3.1
30163,-1.8
30164,-0.2
30165,-7.2
30166,-6.1
30167,-8.0
30168,2.9
30169,-3.1
30170,4.8
30171,1.0
30172,10.2
30173,3.4
30174,0.0
30175,1.8
30176,-2.5
30177,1.9
30178,3.5
30179,2.1
30180,11.2
30181,2.2
30182,1.7
30183,-1.5
30184,-7.5
30185,-1.1
30186,-10.4
30187,-6.1
30188,-6.4
30189,-7.7
30190,-8.7
30191,-8.7
30192,-0.2
30193,-4.9
30194,-8.6
30195,-1.3
30196,-2.2
30197,-4.2
30198,-3.7
